id,id_film
18,783
36,783
18,786
10402,786
18,787
28,787
35,787
53,787
18,788
35,788
10751,788
27,790
18,792
28,792
10752,792
27,794
53,794
14,795
18,795
10749,795
18,796
53,796
10749,796
18,801
35,801
10752,801
18,802
10749,802
18,805
27,805
9648,805
53,807
80,807
9648,807
12,808
14,808
16,808
35,808
10751,808
12,809
14,809
16,809
35,809
10751,809
12,810
14,810
16,810
35,810
10751,810
12,811
18,811
878,811
12,812
14,812
16,812
35,812
10749,812
10751,812
35,813
35,816
80,816
878,816
12,817
35,817
80,817
878,817
35,818
80,818
878,818
18,819
53,819
80,819
18,820
36,820
53,820
18,821
36,821
18,824
10402,824
10749,824
18,826
36,826
10752,826
14,834
28,834
53,834
878,834
27,837
878,837
9648,837
18,838
35,838
18,840
878,840
12,841
28,841
878,841
14,844
18,844
878,844
10749,844
53,846
878,846
9648,846
14,848
12,849
14,849
28,849
35,850
10751,850
10752,853
14,854
35,854
80,854
10749,854
28,855
36,855
10752,855
18,857
36,857
10752,857
18,859
10749,859
53,860
878,860
12,861
28,861
878,861
16,862
35,862
10751,862
16,863
35,863
10751,863
35,864
28,865
878,865
18,866
18,868
80,868
12,869
28,869
53,869
878,869
35,872
10402,872
10749,872
18,873
18,874
36,874
12,879
14,879
35,879
10751,879
18,881
18,887
36,887
10749,887
14,888
35,888
10751,888
35,889
878,889
10749,889
10751,889
18,905
53,905
10749,905
18,907
10749,907
10752,907
18,913
80,913
10749,913
12,920
16,920
35,920
10751,920
18,921
36,921
10749,921
14,924
27,924
28,924
18,925
35,926
878,926
10751,926
14,927
27,927
35,927
14,928
27,928
35,928
18,935
35,935
10752,935
12,943
28,943
35,943
53,943
80,943
12,944
28,944
35,944
53,944
80,944
12,947
18,947
36,947
10752,947
27,948
53,948
12,950
16,950
35,950
10751,950
35,951
16,953
10751,953
12,954
28,954
53,954
12,955
28,955
53,955
12,956
28,956
53,956
35,957
878,957
12,978
18,978
36,978
18,979
53,979
80,979
9648,979
14,985
18,985
27,985
878,985
18,987
35,987
10749,987
18,990
18,1018
53,1018
9648,1018
14,1024
18,1024
28,1051
53,1051
80,1051
18,1073
53,1073
9648,1073
18,1088
10751,1088
53,1090
878,1090
9648,1090
27,1091
878,1091
9648,1091
28,1103
878,1103
18,1116
36,1116
10752,1116
18,1123
28,1123
53,1123
18,1124
53,1124
9648,1124
18,1125
18,1164
18,1165
18,1213
53,1213
80,1213
18,1245
10749,1245
18,1246
18,1248
53,1248
80,1248
14,1250
27,1250
28,1250
53,1250
12,1251
18,1251
28,1251
10752,1251
18,1255
27,1255
878,1255
35,1257
18,1259
10749,1259
14,1262
18,1262
35,1262
10749,1262
12,1265
18,1265
10751,1265
18,1266
28,1266
53,1266
80,1266
35,1268
10751,1268
12,1271
28,1271
10752,1271
53,1272
878,1272
12,1273
16,1273
35,1273
10751,1273
99,1282
18,1359
53,1359
80,1359
18,1360
10749,1360
18,1365
10749,1365
18,1366
12,1368
28,1368
53,1368
10752,1368
12,1369
28,1369
53,1369
10752,1369
12,1370
28,1370
53,1370
10752,1370
18,1372
28,1372
53,1372
18,1378
35,1378
10749,1378
12,1381
18,1381
878,1381
10749,1381
18,1382
35,1382
35,1389
80,1389
10749,1389
18,1391
10749,1391
18,1402
12,1408
28,1408
18,1412
18,1415
35,1415
80,1415
14,1417
18,1417
10752,1417
18,1422
53,1422
80,1422
18,1424
53,1424
9648,1424
14,1427
18,1427
80,1427
28,1428
18,1429
80,1429
99,1430
18,1435
99,1435
18,1439
36,1439
10749,1439
18,1440
10749,1440
18,1443
10749,1443
12,1452
14,1452
28,1452
878,1452
14,1487
28,1487
878,1487
14,1491
18,1491
53,1491
10749,1491
28,1493
35,1493
80,1493
14,1494
18,1494
28,1494
12,1495
18,1495
28,1495
36,1495
10752,1495
12,1497
28,1497
35,1497
878,1497
10751,1497
12,1499
14,1499
28,1499
35,1499
878,1499
10751,1499
18,1523
28,1535
53,1535
80,1535
12,1537
28,1537
53,1537
80,1537
18,1538
53,1538
80,1538
35,1542
80,1542
18,1544
35,1544
10749,1544
18,1546
35,1546
27,1547
35,1547
18,1548
35,1548
18,1550
35,1550
18,1551
27,1551
53,1551
878,1551
18,1555
35,1555
10749,1555
27,1562
53,1562
878,1562
28,1571
53,1571
28,1572
53,1572
28,1573
53,1573
18,1574
28,1574
35,1574
80,1574
10402,1574
27,1576
28,1576
878,1576
27,1577
28,1577
878,1577
18,1578
12,1579
18,1579
28,1579
53,1579
35,1581
10749,1581
35,1584
10402,1584
14,1585
18,1585
10751,1585
53,1586
9648,1586
18,1587
10749,1587
35,1588
18,1590
18,1591
12,1593
14,1593
28,1593
35,1593
10751,1593
35,1597
10749,1597
53,1598
80,1598
35,1599
10749,1599
28,1613
35,1613
53,1613
80,1613
18,1619
28,1619
53,1619
80,1619
18,1620
28,1620
53,1620
80,1620
35,1621
35,1624
12,1635
28,1635
53,1635
878,1635
14,1636
35,1636
10749,1636
12,1637
28,1637
80,1637
12,1639
28,1639
53,1639
18,1640
18,1642
28,1642
53,1642
80,1642
9648,1642
18,1645
53,1645
80,1645
18,1646
80,1646
12,1648
35,1648
878,1648
12,1649
14,1649
35,1649
878,1649
10751,1649
18,1651
80,1651
10749,1651
12,1656
28,1656
99,1667
10751,1667
12,1669
28,1669
53,1669
18,1677
10402,1677
27,1683
12,1685
878,1685
9648,1685
28,1687
878,1687
28,1688
878,1688
27,1690
27,1691
18,1696
27,1696
80,1696
27,1698
53,1698
28,1701
53,1701
80,1701
28,1705
878,1705
18,1710
53,1710
18,1717
53,1717
18,1722
36,1722
10749,1722
12,1724
28,1724
878,1724
18,1725
80,1725
10402,1725
12,1726
28,1726
878,1726
12,1729
14,1729
28,1729
12,1734
14,1734
28,1734
12,1735
14,1735
28,1735
18,1770
53,1770
12,1771
28,1771
878,1771
99,1777
36,1779
99,1779
99,1781
18,1788
10402,1788
10749,1788
10751,1788
35,1792
18,1808
10402,1808
18,1809
35,1809
10749,1809
18,1813
27,1813
53,1813
9648,1813
18,1817
53,1817
35,1819
10749,1819
35,1824
10749,1824
18,1830
53,1830
80,1830
35,1831
12,1832
14,1832
35,1832
18,1833
10749,1833
18,1844
9648,1844
10749,1844
18,1850
35,1850
10749,1850
18,1852
36,1852
53,1852
12,1858
28,1858
878,1858
12,1865
14,1865
28,1865
18,1874
36,1874
12,1878
18,1878
35,1878
28,1880
53,1880
18,1883
36,1883
18,1885
18,1887
36,1887
12,1891
28,1891
878,1891
12,1892
28,1892
878,1892
12,1893
28,1893
878,1893
12,1894
28,1894
878,1894
12,1895
28,1895
878,1895
18,1900
53,1900
80,1900
18,1901
35,1901
10749,1901
18,1903
53,1903
878,1903
9648,1903
10749,1903
18,1904
36,1904
10749,1904
12,1907
18,1907
53,1907
10749,1907
18,1909
35,1909
10749,1909
12,1911
14,1911
28,1911
18,1913
18,1921
10749,1921
12,1924
14,1924
28,1924
878,1924
18,1927
28,1927
878,1927
12,1930
14,1930
28,1930
18,1931
10402,1931
18,1933
27,1933
53,1933
9648,1933
36,1934
10749,1934
27,1946
28,1946
53,1946
878,1946
18,1947
28,1948
53,1948
80,1948
18,1949
53,1949
80,1949
9648,1949
18,1950
10749,1950
18,1951
53,1954
878,1954
18,1955
36,1955
12,1956
18,1956
9648,1956
18,1957
53,1957
35,1958
53,1958
80,1958
9648,1958
10402,1958
27,1961
35,1961
12,1966
18,1966
28,1966
36,1966
10749,1966
10752,1966
28,1969
35,1969
37,1969
80,1969
27,1970
53,1970
9648,1970
27,1975
53,1975
12,1979
14,1979
28,1979
53,1979
18,1985
53,1985
9648,1985
18,1988
53,1988
18,1989
10749,1989
12,1995
14,1995
28,1995
53,1995
12,1996
14,1996
28,1996
53,1996
12,1997
18,1997
10751,1997
18,1999
53,1999
18,2001
53,2001
80,2001
14,2008
18,2008
28,2008
53,2008
10749,2008
18,2009
16,2011
18,2011
18,2013
35,2018
35,2022
10749,2022
12,2023
37,2023
18,2024
28,2024
36,2024
10752,2024
18,2026
53,2026
80,2026
9648,2026
18,2034
28,2034
53,2034
80,2034
28,2043
53,2043
80,2043
9648,2043
18,2044
9648,2044
10749,2044
28,2048
878,2048
18,2054
10402,2054
10751,2054
37,2055
18,2056
35,2056
18,2057
53,2057
9648,2057
10749,2057
12,2059
28,2059
53,2059
9648,2059
14,2062
16,2062
35,2062
10751,2062
878,2067
35,2069
80,2069
35,2074
10749,2074
12,2080
28,2080
53,2080
878,2080
35,2084
53,2084
80,2084
28,2085
53,2085
80,2085
18,2088
28,2088
53,2088
80,2088
18,2100
28,2100
53,2100
35,2105
10749,2105
18,2110
28,2110
35,2110
18,2112
28,2112
53,2112
80,2112
12,2114
14,2114
16,2114
28,2114
53,2114
878,2114
18,2116
53,2116
80,2116
18,2118
53,2118
80,2118
9648,2118
12,2119
35,2122
53,2122
80,2122
35,2123
18,2133
12,2135
28,2135
878,2135
28,2140
53,2140
80,2140
18,2142
28,2142
80,2142
18,2148
80,2148
10402,2148
10749,2148
53,2155
12,2157
878,2157
10751,2157
28,2162
35,2162
53,2162
18,2163
28,2163
53,2163
18,2176
53,2176
28,2185
35,2185
53,2185
18,2196
35,2196
12,2207
28,2207
53,2207
80,2207
18,2211
36,2211
10749,2211
18,2251
53,2251
53,2252
80,2252
9648,2252
18,2253
36,2253
53,2253
10752,2253
18,2255
35,2255
10749,2255
18,2266
10749,2266
12,2268
14,2268
12,2270
14,2270
10749,2270
10751,2270
18,2275
53,2275
80,2275
9648,2275
35,2277
878,2277
14,2280
18,2280
35,2280
10749,2280
10751,2280
99,2287
18,2288
10749,2288
18,2289
18,2290
35,2290
36,2290
35,2292
35,2293
10749,2293
35,2294
35,2295
14,2300
16,2300
18,2300
35,2300
10751,2300
12,2309
14,2309
10751,2309
12,2310
16,2310
28,2310
12,2312
14,2312
18,2312
28,2312
12,2320
18,2320
28,2320
53,2320
18,2355
99,2359
18,2370
28,2370
53,2370
9648,2370
12,2395
14,2395
35,2395
10751,2395
18,2428
36,2428
18,2447
36,2447
28,2453
53,2453
12,2454
14,2454
10751,2454
12,2486
14,2486
28,2486
10751,2486
12,2493
14,2493
35,2493
10749,2493
10751,2493
18,2501
28,2501
53,2501
9648,2501
18,2502
28,2502
53,2502
18,2503
28,2503
53,2503
9648,2503
35,2539
18,2567
18,2575
53,2575
18,2577
53,2577
878,2577
10749,2577
18,2604
10752,2604
18,2610
35,2610
10749,2610
14,2619
35,2619
10749,2619
18,2621
35,2621
10749,2621
28,2636
53,2636
18,2637
27,2637
9648,2637
18,2639
35,2639
35,2642
10749,2642
18,2649
53,2649
9648,2649
18,2652
53,2652
18,2655
27,2655
53,2655
9648,2655
12,2661
35,2661
80,2661
878,2661
10751,2661
27,2662
878,2666
9648,2666
27,2667
9648,2667
18,2669
28,2669
36,2669
18,2675
53,2675
878,2675
9648,2675
14,2687
35,2687
878,2687
14,2698
35,2698
10751,2698
28,2749
53,2749
80,2749
35,2752
10749,2752
18,2755
35,2755
12,2756
28,2756
53,2756
878,2756
18,2757
35,2757
80,2757
35,2770
10749,2770
18,2771
35,2771
35,2779
53,2779
80,2779
9648,2779
10749,2779
18,2786
53,2786
28,2787
53,2787
878,2787
28,2789
878,2789
35,2830
10749,2830
53,2832
9648,2832
18,2841
18,2895
35,2898
10749,2898
18,2900
53,2900
878,2900
14,2907
27,2907
35,2907
35,2925
35,2959
35,2976
10402,2976
10749,2976
10751,2976
18,2977
10749,2977
12,2989
53,2989
27,3021
53,3021
27,3028
35,3028
878,3028
18,3033
35,3034
878,3034
14,3040
28,3040
53,3040
35,3049
9648,3049
14,3050
35,3050
10751,3050
18,3059
18,3060
10749,3060
10752,3060
35,3062
10402,3062
10749,3062
35,3078
10749,3078
35,3080
10402,3080
10749,3080
18,3082
35,3082
18,3083
35,3083
37,3089
53,3093
80,3093
9648,3093
18,3116
18,3131
36,3131
80,3131
12,3132
28,3132
35,3132
53,3132
16,3170
18,3170
10751,3170
28,3172
35,3172
80,3172
10749,3172
18,3175
10749,3175
10752,3175
16,3179
35,3179
18,3291
36,3291
18,3472
53,3472
80,3472
18,3482
28,3482
53,3482
10752,3482
53,3489
80,3489
9648,3489
16,3509
53,3509
878,3509
28,3512
53,3512
18,3536
28,3536
53,3536
10752,3536
18,3558
18,3580
80,3580
9648,3580
14,3587
35,3587
10751,3587
18,3594
53,3594
9648,3594
28,3595
53,3595
27,3597
53,3597
9648,3597
27,3600
53,3600
9648,3600
878,3604
18,3635
10749,3635
35,3638
18,3682
10402,3682
18,3683
36,3683
10752,3683
18,3766
80,3766
9648,3766
18,3877
18,3902
10402,3902
14,3933
16,3933
10402,3933
10749,3933
35,3981
10749,3981
12,3989
16,3989
28,3989
35,3989
10402,3989
14,4011
35,4011
18,4012
18,4032
35,4032
10751,4032
28,4105
53,4105
80,4105
12,4107
18,4107
28,4107
36,4107
28,4108
53,4108
80,4108
18,4133
80,4133
18,4147
53,4147
80,4147
18,4148
10749,4148
18,4170
53,4170
18,4174
53,4174
9648,4174
27,4232
80,4232
9648,4232
27,4233
9648,4233
27,4234
9648,4234
14,4244
35,4244
10751,4244
35,4248
18,4251
10749,4251
35,4256
35,4257
35,4258
12,4327
28,4327
35,4327
53,4327
80,4327
18,4347
10749,4347
18,4348
10749,4348
18,4349
28,4349
53,4349
35,4379
10749,4379
18,4380
35,4380
10749,4380
18,4421
28,4421
12,4442
14,4442
28,4442
35,4442
53,4442
18,4464
36,4464
14,4474
18,4474
28,4474
35,4474
80,4474
878,4474
12,4476
18,4476
10749,4476
10752,4476
18,4477
53,4477
80,4477
18,4512
28,4512
37,4512
27,4513
53,4513
12,4515
18,4515
28,4515
36,4515
18,4517
36,4517
10749,4517
18,4518
36,4518
14,4523
35,4523
10749,4523
10751,4523
18,4547
53,4547
80,4547
18,4550
53,4550
35,4551
80,4551
18,4553
53,4553
18,4566
80,4566
9648,4566
18,4584
10749,4584
18,4597
28,4597
53,4597
80,4597
18,4599
35,4599
10749,4599
18,4614
28,4614
53,4614
28,4638
35,4638
80,4638
18,4657
53,4657
80,4657
9648,4657
12,4688
18,4688
10402,4688
10749,4688
12,4723
18,4723
28,4723
35,4723
53,4723
878,4723
35,4806
10749,4806
18,4816
80,4816
12,4824
28,4824
53,4824
80,4824
18,4836
53,4836
80,4836
53,4858
878,4858
18,4911
28,4911
53,4911
80,4911
18,4912
35,4912
53,4912
80,4912
10749,4912
14,4922
18,4922
53,4922
9648,4922
10749,4922
37,4929
12,4935
14,4935
16,4935
18,4942
35,4942
10749,4942
18,4944
35,4944
18,4951
35,4951
10749,4951
18,4953
35,4953
14,4958
18,4958
18,4959
53,4959
80,4959
18,4960
18,4964
35,4964
10749,4964
28,4965
53,4965
878,4965
35,4967
27,4970
53,4970
18,4982
80,4982
18,4995
18,4997
53,4997
80,4997
9648,4997
18,5038
10749,5038
27,5072
35,5072
53,5072
18,5123
18,5125
53,5125
18,5126
12,5137
28,5137
53,5137
878,5137
9648,5137
12,5172
18,5172
35,5172
878,5172
28,5174
35,5174
53,5174
80,5174
28,5175
35,5175
53,5175
80,5175
37,5176
18,5178
35,5178
10749,5178
28,5236
35,5236
80,5236
9648,5236
12,5255
14,5255
16,5255
10751,5255
18,5279
53,5279
9648,5279
12,5353
18,5353
28,5353
53,5353
14,5393
16,5393
35,5393
878,5393
10751,5393
28,5491
878,5491
10752,5491
12,5494
12,5503
28,5503
53,5503
80,5503
9648,5503
35,5516
53,5516
80,5516
18,5528
12,5550
28,5550
53,5550
80,5550
878,5550
12,5551
28,5551
53,5551
12,5559
16,5559
35,5559
10751,5559
12,5689
18,5689
10749,5689
18,5708
18,5722
35,5722
53,5722
18,5723
10402,5723
10749,5723
18,5759
27,5759
35,5759
12,5769
35,5769
36,5769
10749,5769
53,5780
9648,5780
28,5820
53,5820
80,5820
18,5822
28,5822
10749,5822
18,5852
53,5852
10749,5852
35,5854
53,5854
80,5854
27,5876
53,5876
878,5876
18,5900
35,5900
18,5902
36,5902
10752,5902
12,5915
18,5915
12,5925
18,5925
36,5925
53,5925
10752,5925
18,5955
53,5955
80,5955
9648,5955
35,5966
10749,5966
18,5971
35,5971
80,5971
14,5994
18,5994
35,5994
10749,5994
18,6007
35,6007
18,6016
53,6016
80,6016
35,6020
18,6023
10749,6023
12,6038
28,6038
35,6038
37,6038
12,6068
28,6068
35,6068
10749,6068
18,6071
28,6071
53,6071
80,6071
28,6073
35,6073
80,6073
10749,6073
18,6106
27,6114
10749,6114
12,6116
14,6116
18,6116
35,6116
10402,6116
18,6171
27,6171
53,6171
878,6171
14,6217
18,6217
27,6217
53,6217
12,6278
14,6278
28,6278
35,6282
12,6415
28,6415
35,6415
14,6435
18,6435
35,6435
35,6439
18,6440
10749,6440
27,6466
14,6477
16,6477
35,6477
10402,6477
10751,6477
18,6478
10402,6478
18,6479
27,6479
28,6479
53,6479
878,6479
27,6488
35,6488
12,6519
28,6519
35,6519
12,6520
18,6520
28,6520
10749,6520
18,6521
53,6521
18,6537
27,6537
53,6537
18,6538
35,6538
36,6538
27,6552
35,6552
53,6552
35,6557
10749,6557
35,6575
10402,6575
18,6615
35,6615
10749,6615
28,6623
53,6623
18,6639
10749,6639
53,6687
80,6687
9648,6687
12,6795
14,6795
878,6795
10751,6795
35,6877
27,6933
53,6933
9648,6933
18,6947
53,6947
9648,6947
18,6950
28,6950
53,6950
878,6950
35,6957
10749,6957
35,6961
10749,6961
18,6963
35,6963
18,6964
35,6964
10749,6964
18,6968
28,6968
36,6968
53,6968
80,6968
18,6972
18,6973
36,6973
53,6973
80,6973
9648,6973
18,6977
53,6977
80,6977
12,6978
14,6978
28,6978
35,6978
14,7006
18,7006
27,7006
53,7006
28,7191
53,7191
878,7191
18,7214
18,7220
28,7220
80,7220
35,7278
28,7288
35,7288
53,7288
28,7299
53,7299
878,7299
18,7301
35,7301
10749,7301
18,7303
35,7303
10749,7303
18,7304
28,7304
53,7304
80,7304
12,7305
18,7305
28,7305
53,7305
18,7326
35,7326
10749,7326
27,7341
53,7341
878,7341
18,7345
18,7347
28,7347
80,7347
18,7350
35,7350
12,7364
18,7364
28,7364
35,7364
9648,7364
16,7443
35,7443
10751,7443
18,7445
53,7445
10752,7445
28,7446
35,7446
12,7450
16,7450
28,7450
878,7450
10751,7450
12,7451
28,7451
53,7451
12,7453
35,7453
878,7453
10751,7453
28,7459
878,7459
10751,7459
18,7461
28,7461
53,7461
80,7461
12,7484
16,7484
10751,7484
18,7485
28,7485
53,7485
80,7485
9648,7485
53,7501
80,7501
18,7504
18,7509
10749,7509
10769,7509
18,7510
35,7510
12,7512
35,7512
878,7512
18,7515
28,7515
10749,7515
28,7516
35,7516
53,7516
80,7516
16,7518
35,7518
10751,7518
18,7547
10749,7547
18,7548
10749,7548
35,7552
35,7553
18,7735
53,7735
27,7737
28,7737
878,7737
18,7859
18,7863
18,7870
10749,7870
18,7873
28,7873
53,7873
80,7873
18,7874
18,7913
35,7942
10749,7942
99,7944
10402,7944
18,7973
35,7973
10749,7973
18,7978
27,7978
53,7978
18,7979
14,7980
18,7980
18,8007
28,8007
53,8007
10752,8007
12,8009
14,8009
28,8009
14,8011
28,8011
878,8011
35,8012
53,8012
80,8012
18,8046
18,8051
35,8051
10749,8051
12,8053
18,8053
37,8053
80,8053
9648,8053
12,8054
14,8054
9648,8054
18,8055
10749,8055
18,8060
80,8060
10749,8060
18,8065
80,8065
28,8068
53,8068
80,8068
878,8069
27,8077
28,8077
878,8077
27,8078
28,8078
878,8078
53,8080
80,8080
18,8090
18,8095
36,8095
10749,8095
35,8141
53,8141
80,8141
10749,8141
35,8193
12,8195
28,8195
53,8195
80,8195
18,8197
53,8197
80,8197
9648,8197
18,8198
28,8198
53,8198
10749,8198
28,8202
878,8202
12,8204
14,8204
10751,8204
53,8224
80,8224
9648,8224
12,8247
14,8247
878,8247
35,8265
18,8271
53,8271
9648,8271
18,8272
35,8273
10749,8273
28,8285
35,8285
53,8285
80,8285
878,8285
18,8291
10749,8291
